external_id,name,email,phone,plan,monthly_revenue,contract_length_months,signup_date,contract_end_date,last_activity_date,logins_last_30d,feature_usage_score,support_tickets_open,support_tickets_total,nps_score,billing_issues_count,country,industry,company_size,is_churned,churned_at
8040-MNRTF,Telco-8040-MNRTF,,,starter,71.1,,2023-12-16,,2024-01-15,15,12.5,0,0,,0,US,Telecommunications,,false,
1536-HBSWP,Telco-1536-HBSWP,,,starter,49.9,,2023-12-16,,2024-01-15,8,25.0,0,0,,1,US,Telecommunications,,false,
5313-FPXWG,Telco-5313-FPXWG,,,growth,24.6,12,2019-11-07,2024-10-11,2024-01-15,3,25.0,0,4,,0,US,Telecommunications,,false,
0067-DKWBL,Telco-0067-DKWBL,,,starter,49.25,,2023-11-16,,2023-12-16,2,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
0946-FKYTX,Telco-0946-FKYTX,,,growth,30.1,12,2019-10-08,2024-09-11,2024-01-15,8,12.5,0,4,,0,US,Telecommunications,,false,
5076-YVXCM,Telco-5076-YVXCM,,,starter,83.4,,2019-11-07,,2024-01-15,15,37.5,0,4,,0,US,Telecommunications,,false,
8262-COGGB,Telco-8262-COGGB,,,starter,20.45,,2023-12-16,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
6663-JOCQO,Telco-6663-JOCQO,,,growth,75.25,12,2021-06-29,2024-06-13,2024-01-15,8,75.0,0,1,,0,US,Telecommunications,,false,
9620-QJREV,Telco-9620-QJREV,,,growth,20.55,12,2020-03-06,2024-02-14,2024-01-15,3,12.5,0,3,,0,US,Telecommunications,,false,
2276-YDAVZ,Telco-2276-YDAVZ,,,starter,75.1,,2023-10-17,,2023-12-16,4,25.0,0,0,,0,US,Telecommunications,,true,2024-01-15
2682-KEVRP,Telco-2682-KEVRP,,,growth,20.05,12,2022-03-26,2024-03-15,2024-01-15,3,12.5,0,1,,0,US,Telecommunications,,false,
2480-JZOSN,Telco-2480-JZOSN,,,starter,20.65,,2023-12-16,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
0078-XZMHT,Telco-0078-XZMHT,,,enterprise,85.15,24,2018-02-15,2026-01-04,2024-01-15,8,87.5,0,3,,0,US,Telecommunications,,false,
5896-NPFWW,Telco-5896-NPFWW,,,starter,50.15,,2023-10-17,,2023-12-16,2,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
9978-HYCIN,Telco-9978-HYCIN,,,growth,84.95,12,2020-03-06,2024-02-14,2024-01-15,15,37.5,0,3,,0,US,Telecommunications,,false,
8338-QIUNR,Telco-8338-QIUNR,,,enterprise,66.5,24,2018-02-15,2026-01-04,2024-01-15,8,62.5,0,3,,0,US,Telecommunications,,false,
1525-LNLOJ,Telco-1525-LNLOJ,,,enterprise,63.3,24,2018-08-14,2024-07-13,2024-01-15,8,50.0,0,5,,0,US,Telecommunications,,false,
9450-TRJUU,Telco-9450-TRJUU,,,starter,83.15,,2021-03-01,,2024-01-15,15,37.5,0,2,,1,US,Telecommunications,,false,
1766-GKNMI,Telco-1766-GKNMI,,,starter,84.9,,2021-08-28,,2024-01-15,15,37.5,0,2,,1,US,Telecommunications,,false,
6942-LBFDP,Telco-6942-LBFDP,,,starter,20.55,,2023-11-16,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
1456-TWCGB,Telco-1456-TWCGB,,,starter,49.25,,2023-09-17,,2024-01-15,8,25.0,0,0,,0,US,Telecommunications,,false,
7133-VBDCG,Telco-7133-VBDCG,,,starter,79.85,,2021-12-26,,2023-12-16,4,37.5,0,2,,0,US,Telecommunications,,true,2024-01-15
7596-ZYWBB,Telco-7596-ZYWBB,,,enterprise,59.6,24,2018-09-13,2024-08-12,2024-01-15,8,50.0,0,2,,0,US,Telecommunications,,false,
8329-UTMVM,Telco-8329-UTMVM,,,growth,104.65,12,2021-10-27,2024-10-11,2024-01-15,15,75.0,0,1,,0,US,Telecommunications,,false,
3014-WJKSM,Telco-3014-WJKSM,,,starter,75.3,,2021-08-28,,2024-01-15,15,25.0,0,2,,0,US,Telecommunications,,false,
3347-YJZZE,Telco-3347-YJZZE,,,starter,80.1,,2021-08-28,,2024-01-15,8,75.0,0,2,,0,US,Telecommunications,,false,
1029-QFBEN,Telco-1029-QFBEN,,,starter,19.55,,2023-12-16,,2023-12-16,1,12.5,0,0,,1,US,Telecommunications,,true,2024-01-15
7929-DMBCV,Telco-7929-DMBCV,,,starter,81.0,,2022-05-25,,2024-01-15,15,37.5,0,0,,0,US,Telecommunications,,false,
9661-JALZV,Telco-9661-JALZV,,,enterprise,24.7,24,2019-04-11,2025-03-10,2024-01-15,3,25.0,0,4,,0,US,Telecommunications,,false,
5433-KYGHE,Telco-5433-KYGHE,,,starter,86.0,,2022-11-21,,2024-01-15,15,50.0,0,0,,0,US,Telecommunications,,false,
4312-KFRXN,Telco-4312-KFRXN,,,enterprise,25.4,24,2018-02-15,2026-01-04,2024-01-15,3,25.0,0,6,,0,US,Telecommunications,,false,
5575-TPIZQ,Telco-5575-TPIZQ,,,starter,89.15,,2020-04-05,,2024-01-15,15,50.0,0,3,,0,US,Telecommunications,,false,
0114-IGABW,Telco-0114-IGABW,,,enterprise,58.25,24,2018-03-17,2024-02-14,2024-01-15,8,62.5,0,2,,0,US,Telecommunications,,false,
9944-AEXBM,Telco-9944-AEXBM,,,starter,85.65,,2021-05-30,,2024-01-15,15,37.5,0,2,,0,US,Telecommunications,,false,
1853-ARAAQ,Telco-1853-ARAAQ,,,starter,50.35,,2021-11-26,,2024-01-15,8,37.5,0,2,,0,US,Telecommunications,,false,
6952-OMNWB,Telco-6952-OMNWB,,,starter,80.35,,2018-06-15,,2024-01-15,15,37.5,0,5,,0,US,Telecommunications,,false,
4697-LUPSU,Telco-4697-LUPSU,,,growth,20.2,12,2023-11-16,2024-11-10,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
8434-VGEQQ,Telco-8434-VGEQQ,,,enterprise,20.55,24,2019-01-11,2024-12-10,2024-01-15,3,12.5,0,5,,0,US,Telecommunications,,false,
4952-YSOGZ,Telco-4952-YSOGZ,,,starter,85.95,,2023-09-17,,2023-12-16,4,37.5,0,0,,2,US,Telecommunications,,true,2024-01-15
1589-AGTLK,Telco-1589-AGTLK,,,starter,45.35,,2023-10-17,,2023-12-16,2,12.5,0,0,,2,US,Telecommunications,,true,2024-01-15
5244-IRFIH,Telco-5244-IRFIH,,,starter,94.5,,2021-04-30,,2023-12-16,4,50.0,0,2,,2,US,Telecommunications,,true,2024-01-15
6549-YMFAW,Telco-6549-YMFAW,,,starter,21.25,,2023-04-20,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
4950-HKQTE,Telco-4950-HKQTE,,,enterprise,26.25,24,2022-03-26,2024-03-15,2024-01-15,3,25.0,0,1,,0,US,Telecommunications,,false,
6786-OBWQR,Telco-6786-OBWQR,,,starter,80.85,,2023-08-18,,2024-01-15,15,25.0,0,0,,1,US,Telecommunications,,false,
2684-EIWEO,Telco-2684-EIWEO,,,starter,91.7,,2021-07-29,,2023-12-16,4,62.5,0,2,,0,US,Telecommunications,,true,2024-01-15
2753-JMMCV,Telco-2753-JMMCV,,,enterprise,74.2,24,2018-09-13,2024-08-12,2024-01-15,8,75.0,0,2,,0,US,Telecommunications,,false,
6439-GTPCA,Telco-6439-GTPCA,,,starter,87.25,,2020-05-05,,2023-12-16,4,50.0,0,1,,2,US,Telecommunications,,true,2024-01-15
6621-YOBKI,Telco-6621-YOBKI,,,starter,20.35,,2023-08-18,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
1216-JWVUX,Telco-1216-JWVUX,,,starter,75.5,,2021-12-26,,2024-01-15,15,25.0,0,2,,1,US,Telecommunications,,false,
7564-GHCVB,Telco-7564-GHCVB,,,enterprise,79.05,24,2018-02-15,2026-01-04,2024-01-15,15,37.5,0,6,,0,US,Telecommunications,,false,
1173-NOEYG,Telco-1173-NOEYG,,,starter,90.15,,2021-10-27,,2024-01-15,15,50.0,0,2,,0,US,Telecommunications,,false,
7595-EHCDL,Telco-7595-EHCDL,,,starter,50.6,,2021-05-30,,2024-01-15,8,37.5,0,2,,0,US,Telecommunications,,false,
6647-ZEDXT,Telco-6647-ZEDXT,,,growth,110.45,12,2021-07-29,2024-07-13,2024-01-15,15,87.5,0,1,,0,US,Telecommunications,,false,
2521-NPUZR,Telco-2521-NPUZR,,,enterprise,101.0,24,2018-04-16,2024-03-15,2024-01-15,15,75.0,0,2,,0,US,Telecommunications,,false,
1307-TVUFB,Telco-1307-TVUFB,,,starter,79.35,,2020-08-03,,2024-01-15,15,37.5,0,3,,0,US,Telecommunications,,false,
7503-MIOGA,Telco-7503-MIOGA,,,enterprise,89.85,24,2018-02-15,2026-01-04,2024-01-15,8,100.0,0,3,,0,US,Telecommunications,,false,
4381-MHQDC,Telco-4381-MHQDC,,,enterprise,65.0,24,2020-03-06,2024-02-14,2024-01-15,8,62.5,0,1,,0,US,Telecommunications,,false,
6923-JHPMP,Telco-6923-JHPMP,,,starter,80.45,,2023-11-16,,2024-01-15,15,37.5,0,0,,1,US,Telecommunications,,false,
5138-WVKYJ,Telco-5138-WVKYJ,,,starter,98.55,,2023-03-21,,2023-12-16,4,62.5,0,0,,2,US,Telecommunications,,true,2024-01-15
4018-PPNDW,Telco-4018-PPNDW,,,enterprise,24.1,24,2019-01-11,2024-12-10,2024-01-15,3,25.0,0,5,,0,US,Telecommunications,,false,
1635-FJFCC,Telco-1635-FJFCC,,,starter,44.05,,2023-08-18,,2024-01-15,8,12.5,0,0,,0,US,Telecommunications,,false,
2499-AJYUA,Telco-2499-AJYUA,,,enterprise,110.8,24,2018-02-15,2026-01-04,2024-01-15,15,87.5,0,3,,0,US,Telecommunications,,false,
6919-ELBGL,Telco-6919-ELBGL,,,enterprise,114.95,24,2018-02-15,2026-01-04,2024-01-15,15,100.0,0,3,,0,US,Telecommunications,,false,
3966-HRMZA,Telco-3966-HRMZA,,,starter,75.05,,2023-10-17,,2024-01-15,15,25.0,0,0,,0,US,Telecommunications,,false,
6425-JWTDV,Telco-6425-JWTDV,,,enterprise,19.25,24,2020-02-05,2026-01-04,2024-01-15,3,12.5,0,4,,0,US,Telecommunications,,false,
8405-IGQFX,Telco-8405-IGQFX,,,growth,90.05,12,2018-11-12,2024-10-11,2024-01-15,15,50.0,0,2,,0,US,Telecommunications,,false,
8224-IVVPA,Telco-8224-IVVPA,,,starter,56.7,,2021-10-27,,2024-01-15,8,37.5,0,2,,0,US,Telecommunications,,false,
9477-LGWQI,Telco-9477-LGWQI,,,enterprise,80.15,24,2018-04-16,2024-03-15,2024-01-15,8,75.0,0,5,,0,US,Telecommunications,,false,
1410-RSCMR,Telco-1410-RSCMR,,,starter,71.35,,2023-06-19,,2024-01-15,8,62.5,0,0,,0,US,Telecommunications,,false,
3115-CZMZD,Telco-3115-CZMZD,,,enterprise,20.25,24,2024-01-15,2026-01-04,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
0139-IVFJG,Telco-0139-IVFJG,,,starter,90.35,,2023-11-16,,2024-01-15,15,50.0,0,0,,1,US,Telecommunications,,false,
6683-VLCTZ,Telco-6683-VLCTZ,,,starter,98.55,,2022-05-25,,2023-12-16,4,62.5,0,1,,2,US,Telecommunications,,true,2024-01-15
5730-DBDSI,Telco-5730-DBDSI,,,enterprise,19.7,24,2018-08-14,2024-07-13,2024-01-15,3,12.5,0,5,,0,US,Telecommunications,,false,
0030-FNXPP,Telco-0030-FNXPP,,,starter,19.85,,2023-10-17,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
2189-WWOEW,Telco-2189-WWOEW,,,starter,85.9,,2022-10-22,,2023-12-16,4,37.5,0,1,,0,US,Telecommunications,,true,2024-01-15
5684-FJVYR,Telco-5684-FJVYR,,,enterprise,90.35,24,2018-02-15,2026-01-04,2024-01-15,15,62.5,0,3,,0,US,Telecommunications,,false,
4013-GUXND,Telco-4013-GUXND,,,starter,20.8,,2023-12-16,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
1894-IGFSG,Telco-1894-IGFSG,,,starter,89.25,,2022-03-26,,2023-12-16,4,37.5,0,1,,2,US,Telecommunications,,true,2024-01-15
7379-POKDZ,Telco-7379-POKDZ,,,starter,70.3,,2023-10-17,,2023-12-16,4,12.5,0,0,,2,US,Telecommunications,,true,2024-01-15
1266-NZYUI,Telco-1266-NZYUI,,,enterprise,66.85,24,2018-02-15,2026-01-04,2024-01-15,8,62.5,0,3,,0,US,Telecommunications,,false,
7969-FFOWG,Telco-7969-FFOWG,,,enterprise,19.9,24,2018-09-13,2024-08-12,2024-01-15,3,12.5,0,5,,0,US,Telecommunications,,false,
4718-DHSMV,Telco-4718-DHSMV,,,starter,35.8,,2023-02-19,,2024-01-15,8,12.5,0,0,,0,US,Telecommunications,,false,
5175-WLYXL,Telco-5175-WLYXL,,,starter,78.85,,2022-03-26,,2024-01-15,15,37.5,0,1,,0,US,Telecommunications,,false,
7817-OMJNA,Telco-7817-OMJNA,,,growth,20.4,12,2022-11-21,2024-11-10,2024-01-15,3,12.5,0,1,,0,US,Telecommunications,,false,
8728-SKJLR,Telco-8728-SKJLR,,,starter,74.25,,2020-09-02,,2024-01-15,15,25.0,0,1,,1,US,Telecommunications,,false,
3137-NYQQI,Telco-3137-NYQQI,,,growth,64.8,12,2022-08-23,2024-08-12,2024-01-15,8,50.0,0,1,,0,US,Telecommunications,,false,
7706-DZNKK,Telco-7706-DZNKK,,,starter,20.45,,2023-02-19,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
0236-HFWSV,Telco-0236-HFWSV,,,starter,93.35,,2022-10-22,,2023-12-16,4,50.0,0,1,,2,US,Telecommunications,,true,2024-01-15
3900-AQPHZ,Telco-3900-AQPHZ,,,starter,19.9,,2023-12-16,,2023-12-16,1,12.5,0,0,,1,US,Telecommunications,,true,2024-01-15
5842-POCOP,Telco-5842-POCOP,,,starter,88.9,,2023-08-18,,2023-12-16,4,50.0,0,0,,1,US,Telecommunications,,true,2024-01-15
2037-XJFUP,Telco-2037-XJFUP,,,growth,95.8,12,2021-04-30,2022-04-25,2023-12-16,4,50.0,0,2,,2,US,Telecommunications,,true,2024-01-15
8823-RLPWL,Telco-8823-RLPWL,,,enterprise,110.65,24,2018-02-15,2026-01-04,2024-01-15,15,87.5,0,6,,0,US,Telecommunications,,false,
9505-SQFSW,Telco-9505-SQFSW,,,starter,40.3,,2023-10-17,,2024-01-15,8,25.0,0,0,,0,US,Telecommunications,,false,
7314-OXENN,Telco-7314-OXENN,,,starter,82.0,,2023-11-16,,2023-12-16,4,37.5,0,0,,2,US,Telecommunications,,true,2024-01-15
3758-CKOQL,Telco-3758-CKOQL,,,growth,107.0,12,2019-03-12,2024-02-14,2024-01-15,15,87.5,0,2,,0,US,Telecommunications,,false,
0322-CHQRU,Telco-0322-CHQRU,,,starter,45.35,,2023-11-16,,2023-12-16,2,12.5,0,0,,2,US,Telecommunications,,true,2024-01-15
5676-CFLYY,Telco-5676-CFLYY,,,enterprise,73.35,24,2018-03-17,2024-02-14,2024-01-15,8,62.5,0,2,,0,US,Telecommunications,,false,
7521-AFHAB,Telco-7521-AFHAB,,,starter,44.8,,2023-08-18,,2024-01-15,8,12.5,0,0,,0,US,Telecommunications,,false,
0285-INHLN,Telco-0285-INHLN,,,starter,54.75,,2021-10-27,,2024-01-15,8,37.5,0,2,,0,US,Telecommunications,,false,
4678-DVQEO,Telco-4678-DVQEO,,,starter,52.2,,2023-12-16,,2023-12-16,2,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
5125-CNDSP,Telco-5125-CNDSP,,,growth,40.6,12,2018-11-12,2024-10-11,2024-01-15,8,37.5,0,2,,0,US,Telecommunications,,false,
0691-IFBQW,Telco-0691-IFBQW,,,growth,110.0,12,2020-04-05,2021-03-31,2023-12-16,4,87.5,0,3,,2,US,Telecommunications,,true,2024-01-15
4992-LTJNE,Telco-4992-LTJNE,,,enterprise,55.3,24,2018-02-15,2026-01-04,2024-01-15,8,37.5,0,6,,0,US,Telecommunications,,false,
2202-OUTMO,Telco-2202-OUTMO,,,starter,60.85,,2021-03-31,,2024-01-15,8,50.0,0,1,,0,US,Telecommunications,,false,
0810-BDHAW,Telco-0810-BDHAW,,,growth,78.4,12,2022-01-25,2025-01-09,2024-01-15,8,75.0,0,2,,1,US,Telecommunications,,false,
0229-LFJAF,Telco-0229-LFJAF,,,enterprise,69.65,24,2018-02-15,2026-01-04,2024-01-15,8,75.0,0,3,,0,US,Telecommunications,,false,
7131-ZQZNK,Telco-7131-ZQZNK,,,enterprise,59.85,24,2019-02-10,2025-01-09,2024-01-15,8,62.5,0,2,,0,US,Telecommunications,,false,
3442-ZHHCC,Telco-3442-ZHHCC,,,growth,76.9,12,2018-06-15,2024-05-14,2024-01-15,8,75.0,0,5,,0,US,Telecommunications,,false,
5726-CVNYA,Telco-5726-CVNYA,,,enterprise,19.85,24,2023-05-20,2025-05-09,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
9871-ELEYA,Telco-9871-ELEYA,,,enterprise,67.65,24,2021-03-31,2025-03-10,2024-01-15,8,62.5,0,1,,0,US,Telecommunications,,false,
4257-GAESD,Telco-4257-GAESD,,,starter,45.0,,2023-07-19,,2024-01-15,8,25.0,0,0,,0,US,Telecommunications,,false,
5173-WXOQV,Telco-5173-WXOQV,,,starter,64.2,,2023-11-16,,2024-01-15,8,50.0,0,0,,0,US,Telecommunications,,false,
2040-OBMLJ,Telco-2040-OBMLJ,,,growth,81.7,12,2021-06-29,2024-06-13,2024-01-15,15,37.5,0,1,,0,US,Telecommunications,,false,
6286-ZHAOK,Telco-6286-ZHAOK,,,starter,25.55,,2022-05-25,,2024-01-15,3,25.0,0,1,,0,US,Telecommunications,,false,
3807-XHCJH,Telco-3807-XHCJH,,,starter,20.0,,2023-12-16,,2024-01-15,3,12.5,0,0,,1,US,Telecommunications,,false,
3009-JWMPU,Telco-3009-JWMPU,,,growth,96.75,12,2018-12-12,2019-12-07,2023-12-16,4,62.5,0,5,,2,US,Telecommunications,,true,2024-01-15
5671-RQRLP,Telco-5671-RQRLP,,,enterprise,75.65,24,2018-04-16,2024-03-15,2024-01-15,15,25.0,0,5,,0,US,Telecommunications,,false,
1450-GALXR,Telco-1450-GALXR,,,starter,98.5,,2023-03-21,,2023-12-16,4,62.5,0,0,,2,US,Telecommunications,,true,2024-01-15
8859-AXJZP,Telco-8859-AXJZP,,,enterprise,23.8,24,2020-11-01,2024-10-11,2024-01-15,3,25.0,0,3,,0,US,Telecommunications,,false,
3174-AKMAS,Telco-3174-AKMAS,,,enterprise,64.2,24,2020-04-05,2024-03-15,2024-01-15,8,50.0,0,1,,0,US,Telecommunications,,false,
3138-BKYAV,Telco-3138-BKYAV,,,starter,85.35,,2023-07-19,,2023-12-16,4,37.5,0,0,,2,US,Telecommunications,,true,2024-01-15
9926-PJHDQ,Telco-9926-PJHDQ,,,enterprise,76.8,24,2018-02-15,2026-01-04,2024-01-15,8,62.5,0,6,,0,US,Telecommunications,,false,
7382-DFJTU,Telco-7382-DFJTU,,,starter,55.2,,2022-07-24,,2024-01-15,8,37.5,0,0,,0,US,Telecommunications,,false,
2798-NYLMZ,Telco-2798-NYLMZ,,,enterprise,108.55,24,2018-03-17,2024-02-14,2024-01-15,15,87.5,0,2,,0,US,Telecommunications,,false,
4289-DTDKW,Telco-4289-DTDKW,,,starter,101.3,,2020-10-02,,2023-12-16,4,62.5,0,3,,2,US,Telecommunications,,true,2024-01-15
1820-TQVEV,Telco-1820-TQVEV,,,starter,69.55,,2023-12-16,,2023-12-16,4,12.5,0,0,,2,US,Telecommunications,,true,2024-01-15
2239-JALAW,Telco-2239-JALAW,,,growth,103.25,12,2019-04-11,2020-04-05,2023-12-16,4,75.0,0,4,,0,US,Telecommunications,,true,2024-01-15
4853-RULSV,Telco-4853-RULSV,,,enterprise,104.0,24,2018-04-16,2020-04-05,2023-12-16,4,75.0,0,2,,0,US,Telecommunications,,true,2024-01-15
8098-TDCBU,Telco-8098-TDCBU,,,enterprise,25.25,24,2020-08-03,2024-07-13,2024-01-15,3,25.0,0,3,,1,US,Telecommunications,,false,
3551-GAEGL,Telco-3551-GAEGL,,,growth,30.4,12,2021-03-31,2024-03-15,2024-01-15,8,12.5,0,2,,0,US,Telecommunications,,false,
4785-NKHCX,Telco-4785-NKHCX,,,starter,20.05,,2023-08-18,,2024-01-15,3,12.5,0,0,,0,US,Telecommunications,,false,
3196-NVXLZ,Telco-3196-NVXLZ,,,starter,84.6,,2021-12-26,,2024-01-15,15,37.5,0,2,,0,US,Telecommunications,,false,
6275-YDUVO,Telco-6275-YDUVO,,,starter,86.2,,2023-11-16,,2023-12-16,4,37.5,0,0,,1,US,Telecommunications,,true,2024-01-15
0036-IHMOT,Telco-0036-IHMOT,,,growth,103.7,12,2019-07-10,2024-06-13,2024-01-15,15,75.0,0,2,,0,US,Telecommunications,,false,
0115-TFERT,Telco-0115-TFERT,,,starter,111.2,,2022-04-25,,2023-12-16,4,87.5,0,0,,2,US,Telecommunications,,true,2024-01-15
4178-EGMON,Telco-4178-EGMON,,,enterprise,88.0,24,2018-04-16,2024-03-15,2024-01-15,15,62.5,0,2,,0,US,Telecommunications,,false,
4220-TINQT,Telco-4220-TINQT,,,starter,106.35,,2019-01-11,,2024-01-15,15,75.0,0,2,,1,US,Telecommunications,,false,
5318-YKDPV,Telco-5318-YKDPV,,,enterprise,79.15,24,2020-07-04,2024-06-13,2024-01-15,8,75.0,0,1,,0,US,Telecommunications,,false,
7975-TZMLR,Telco-7975-TZMLR,,,growth,103.1,12,2020-03-06,2024-02-14,2024-01-15,15,75.0,0,3,,1,US,Telecommunications,,false,
0295-QVKPB,Telco-0295-QVKPB,,,starter,63.95,,2023-08-18,,2024-01-15,8,50.0,0,0,,0,US,Telecommunications,,false,
4335-BSMJS,Telco-4335-BSMJS,,,enterprise,25.8,24,2018-12-12,2024-11-10,2024-01-15,3,25.0,0,5,,0,US,Telecommunications,,false,
2311-QYMUQ,Telco-2311-QYMUQ,,,starter,89.45,,2022-09-22,,2023-12-16,4,50.0,0,1,,0,US,Telecommunications,,true,2024-01-15
3643-AHCFP,Telco-3643-AHCFP,,,starter,95.6,,2023-06-19,,2023-12-16,4,50.0,0,0,,0,US,Telecommunications,,true,2024-01-15
9146-JRIOX,Telco-9146-JRIOX,,,starter,25.55,,2022-11-21,,2024-01-15,3,25.0,0,1,,0,US,Telecommunications,,false,
3104-OWCGK,Telco-3104-OWCGK,,,growth,90.95,12,2019-02-10,2020-02-05,2023-12-16,4,50.0,0,5,,2,US,Telecommunications,,true,2024-01-15
5337-IIWKZ,Telco-5337-IIWKZ,,,starter,44.85,,2021-03-31,,2024-01-15,8,37.5,0,1,,1,US,Telecommunications,,false,
9101-BWFSS,Telco-9101-BWFSS,,,growth,108.55,12,2019-12-07,2020-12-01,2023-12-16,4,87.5,0,2,,2,US,Telecommunications,,true,2024-01-15
9650-VBUOG,Telco-9650-VBUOG,,,enterprise,25.05,24,2020-12-01,2024-11-10,2024-01-15,3,25.0,0,3,,0,US,Telecommunications,,false,
3487-EARAT,Telco-3487-EARAT,,,growth,74.1,12,2018-04-16,2024-03-15,2024-01-15,8,75.0,0,2,,0,US,Telecommunications,,false,
2672-TGEFF,Telco-2672-TGEFF,,,starter,88.8,,2020-12-31,,2024-01-15,15,50.0,0,3,,1,US,Telecommunications,,false,
9231-ZJYAM,Telco-9231-ZJYAM,,,starter,78.85,,2023-09-17,,2023-12-16,4,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
4250-WAROZ,Telco-4250-WAROZ,,,starter,93.25,,2019-02-10,,2024-01-15,15,62.5,0,5,,1,US,Telecommunications,,false,
8184-WMOFI,Telco-8184-WMOFI,,,growth,71.4,12,2018-12-12,2024-11-10,2024-01-15,8,62.5,0,2,,0,US,Telecommunications,,false,
6982-SSHFK,Telco-6982-SSHFK,,,starter,44.4,,2023-12-16,,2023-12-16,2,12.5,0,0,,1,US,Telecommunications,,true,2024-01-15
6092-QZVPP,Telco-6092-QZVPP,,,starter,79.2,,2021-01-30,,2024-01-15,8,75.0,0,1,,0,US,Telecommunications,,false,
4625-LAMOB,Telco-4625-LAMOB,,,enterprise,20.4,24,2020-06-04,2024-05-14,2024-01-15,3,12.5,0,3,,0,US,Telecommunications,,false,
0727-BMPLR,Telco-0727-BMPLR,,,growth,100.0,12,2019-07-10,2020-07-04,2023-12-16,4,62.5,0,4,,2,US,Telecommunications,,true,2024-01-15
0392-BZIUW,Telco-0392-BZIUW,,,enterprise,105.0,24,2018-02-15,2026-01-04,2024-01-15,15,75.0,0,6,,0,US,Telecommunications,,false,
1038-ZAGBI,Telco-1038-ZAGBI,,,growth,19.8,12,2023-01-20,2024-01-15,2023-12-16,1,12.5,0,1,,0,US,Telecommunications,,true,2024-01-15
6549-NNDYT,Telco-6549-NNDYT,,,starter,30.85,,2022-12-21,,2024-01-15,8,12.5,0,1,,0,US,Telecommunications,,false,
3027-ZTDHO,Telco-3027-ZTDHO,,,starter,89.9,,2023-12-16,,2023-12-16,4,37.5,0,0,,2,US,Telecommunications,,true,2024-01-15
0422-OHQHQ,Telco-0422-OHQHQ,,,growth,20.55,12,2022-10-22,2024-10-11,2024-01-15,3,12.5,0,1,,0,US,Telecommunications,,false,
6916-HIJSE,Telco-6916-HIJSE,,,enterprise,84.85,24,2018-09-13,2024-08-12,2024-01-15,8,87.5,0,2,,0,US,Telecommunications,,false,
2316-ESMLS,Telco-2316-ESMLS,,,growth,33.15,12,2023-01-20,2025-01-09,2024-01-15,8,25.0,0,0,,0,US,Telecommunications,,false,
9778-OGKQZ,Telco-9778-OGKQZ,,,enterprise,92.0,24,2018-02-15,2026-01-04,2024-01-15,8,100.0,0,3,,0,US,Telecommunications,,false,
7408-OFWXJ,Telco-7408-OFWXJ,,,enterprise,89.8,24,2018-02-15,2026-01-04,2024-01-15,8,100.0,0,3,,0,US,Telecommunications,,false,
6007-TCTST,Telco-6007-TCTST,,,enterprise,115.8,24,2018-02-15,2026-01-04,2024-01-15,15,100.0,0,3,,0,US,Telecommunications,,false,
2252-NKNSI,Telco-2252-NKNSI,,,enterprise,85.15,24,2019-10-08,2025-09-06,2024-01-15,8,87.5,0,2,,0,US,Telecommunications,,false,
8713-IGZSO,Telco-8713-IGZSO,,,starter,24.85,,2023-11-16,,2024-01-15,3,25.0,0,0,,0,US,Telecommunications,,false,
7905-TVXTA,Telco-7905-TVXTA,,,starter,64.35,,2023-08-18,,2024-01-15,8,50.0,0,0,,1,US,Telecommunications,,false,
7695-PKLCZ,Telco-7695-PKLCZ,,,enterprise,20.5,24,2018-06-15,2024-05-14,2024-01-15,3,12.5,0,5,,0,US,Telecommunications,,false,
2382-BCKQJ,Telco-2382-BCKQJ,,,growth,100.15,12,2018-12-12,2019-12-07,2023-12-16,4,62.5,0,5,,2,US,Telecommunications,,true,2024-01-15
8374-UULRV,Telco-8374-UULRV,,,enterprise,86.05,24,2018-02-15,2026-01-04,2024-01-15,8,87.5,0,3,,0,US,Telecommunications,,false,
2207-NHRJK,Telco-2207-NHRJK,,,starter,50.8,,2023-12-16,,2023-12-16,2,25.0,0,0,,2,US,Telecommunications,,true,2024-01-15
3224-DFQNQ,Telco-3224-DFQNQ,,,growth,89.0,12,2018-08-14,2024-07-13,2024-01-15,15,62.5,0,2,,1,US,Telecommunications,,false,
5275-PMFUT,Telco-5275-PMFUT,,,enterprise,64.8,24,2018-02-15,2026-01-04,2024-01-15,8,75.0,0,3,,0,US,Telecommunications,,false,
