external_id,name,email,phone,plan,monthly_revenue,contract_length_months,signup_date,contract_end_date,last_activity_date,logins_last_30d,feature_usage_score,support_tickets_open,support_tickets_total,nps_score,billing_issues_count,country,industry,company_size,is_churned,churned_at
EXT-2147,"Carter, Miller and Anthony",kristen77@baker.com,(452)370-4774x3490,growth,325.12,24,2022-11-15,2024-11-01,2026-06-01,29,54.4,0,1,60,0,NL,E-commerce,small,false,
EXT-2148,Barnett PLC,larellano@spencer.net,(487)393-7416x08989,growth,748.16,,2023-10-16,,2026-06-06,24,66.0,0,0,43,0,FR,InsurTech,small,true,2025-09-07
EXT-2149,Thompson-Joyce,lindseymartinez@miller-vega.com,+1-929-245-1168x6854,growth,545.92,,2023-07-13,,2026-06-06,14,77.7,0,0,49,0,SG,MarTech,mid,false,
EXT-2150,"Dean, Mills and Barnes",khernandez@aguilar.com,001-914-285-6467,free,0.00,,2023-07-23,,2026-06-03,25,45.2,0,0,58,1,NL,PropTech,mid,false,
EXT-2151,Hill and Sons,vwilliams@young.com,6549447132,enterprise,3272.66,12,2023-09-24,2024-09-01,2026-06-10,14,74.6,0,0,66,0,BR,EdTech,small,false,
EXT-2152,Adams-Butler,lopezjason@figueroa-malone.com,2824148628,starter,121.09,,2023-10-15,,2026-05-31,4,32.3,1,4,-5,4,AU,FinTech,mid,true,2026-02-02
EXT-2153,Golden and Sons,wrightstephen@bush-hill.info,761.403.5797x27985,growth,306.09,24,2024-02-01,2026-02-01,2026-06-09,18,56.6,0,1,71,0,CA,PropTech,small,false,
EXT-2154,Curry-Barker,anthony02@chan.com,+1-634-668-0072x2903,enterprise,1761.74,12,2022-11-28,2023-11-01,2026-05-30,22,56.9,0,2,62,0,IN,EdTech,mid,false,
EXT-2155,Woodard-York,dking@byrd-holloway.biz,001-610-385-8994,free,0.00,,2023-02-12,,2026-02-21,7,20.6,2,3,-4,1,NL,HRTech,large,true,2025-10-21
EXT-2156,Brown-Mcneil,michelle44@hernandez.com,+1-565-720-7446x660,starter,180.85,,2022-06-21,,2026-06-12,17,63.7,0,0,,0,AU,HRTech,large,false,
EXT-2157,"Reeves, Parks and Little",qknox@romero-bruce.net,(341)572-4825,enterprise,1523.51,,2023-03-23,,2026-06-08,24,70.9,0,0,40,1,CA,SaaS,large,false,
EXT-2158,Walker-Savage,vfrench@green-carter.com,809.299.1738x1684,growth,885.83,,2024-11-10,,2026-06-09,20,79.2,0,1,22,0,FR,FinTech,large,false,
EXT-2159,Taylor and Sons,robert97@stewart.com,001-917-352-5007x432,starter,177.13,,2024-11-06,,2026-06-06,17,49.4,0,0,19,0,DE,E-commerce,small,false,
EXT-2160,Mendez Ltd,epowell@smith-ferguson.com,6584300335,growth,834.76,,2023-09-03,,2026-05-26,22,76.3,1,1,27,1,FR,InsurTech,small,false,
EXT-2161,Reyes PLC,gary04@bryant-meyer.net,262-457-5326x03323,starter,94.54,,2023-01-30,,2026-06-02,20,66.4,1,2,28,0,NL,MarTech,large,false,
EXT-2162,Richardson Ltd,brooksdanielle@dean.com,+1-200-616-7618x4723,enterprise,3243.98,24,2023-09-12,2025-09-01,2026-05-31,21,99.9,0,0,88,0,DE,MarTech,mid,false,
EXT-2163,Stanley-Bates,cindy26@hunt.com,411-273-9348x3564,free,0.00,,2024-04-01,,2026-06-08,21,74.7,1,1,40,0,IN,LegalTech,mid,false,
EXT-2164,"Crawford, Clark and Fitzpatrick",jimmy01@conley.info,(618)911-4374,enterprise,4589.97,,2023-04-10,,2026-06-03,25,94.1,0,1,39,0,CA,EdTech,large,false,
EXT-2165,Garcia and Sons,phelpsmichael@edwards.com,7227557941,starter,133.10,,2022-11-28,,2026-03-11,2,22.0,2,4,14,4,BR,HRTech,small,true,2025-02-26
EXT-2166,Wilson Group,ynelson@jefferson.com,920-421-6979,starter,80.53,,2022-08-08,,2026-03-30,3,43.5,1,4,25,1,SG,E-commerce,large,true,2023-06-01
EXT-2167,"James, Howard and Johnson",timothyfreeman@alexander-brown.com,3898935889,starter,74.65,,2022-04-06,,2026-03-25,2,32.4,4,5,,2,US,FinTech,large,true,2024-04-07
EXT-2168,"Barber, Olson and Alvarado",jhernandez@brown.info,821.575.3540x8386,growth,917.34,12,2022-04-20,2023-04-01,2026-06-02,23,82.3,0,1,,0,FR,PropTech,large,false,
EXT-2169,Stevens PLC,fmiller@stewart-hooper.com,666-508-8019,free,0.00,,2024-09-22,,2026-04-02,10,38.6,6,14,43,1,CA,InsurTech,small,true,2025-09-08
EXT-2170,"Powers, Clements and Cox",velasquezmegan@castro-harvey.info,001-757-311-3055x488,starter,57.76,,2023-05-07,,2026-06-03,25,46.7,0,0,70,0,SG,HealthTech,mid,false,
EXT-2171,Prince Group,lydianewton@rodriguez-carr.com,363-973-5160,enterprise,4860.79,12,2023-09-03,2024-09-01,2026-06-12,23,77.0,1,1,58,0,IN,HRTech,small,false,
EXT-2172,Barrett-Blanchard,tamarasmith@williams.info,529.622.1699x58669,free,0.00,,2022-09-14,,2026-03-21,5,24.6,2,2,17,1,AU,E-commerce,large,false,
EXT-2173,Stuart-Waller,iballard@morrison-tanner.net,785-383-3394x5228,growth,588.62,12,2023-05-10,2024-05-01,2026-06-09,26,72.0,1,1,46,0,CA,SaaS,mid,false,
EXT-2174,Hart-Aguilar,icraig@rich-henderson.com,610.562.0034x24420,free,0.00,,2024-10-22,,2026-02-10,8,33.4,0,5,17,1,IN,HealthTech,large,false,
EXT-2175,"Johnson, Cervantes and Garcia",juliahoffman@dixon.com,001-906-566-5800x439,free,0.00,,2024-08-01,,2026-06-11,17,76.3,0,1,96,0,DE,MarTech,large,false,
EXT-2176,"Bush, Holland and Fischer",kimberlybrandt@cole-lucero.com,(628)416-0648,starter,77.85,,2023-05-12,,2026-06-08,36,47.8,2,2,45,0,GB,LegalTech,large,false,
EXT-2177,Silva LLC,riverajenna@williams.org,5944798515,growth,761.32,12,2024-06-12,2025-06-01,2026-06-07,23,70.1,0,2,84,0,NL,InsurTech,small,false,
EXT-2178,"Jones, Wagner and Perry",odavis@alvarado.com,539-287-8015x7399,starter,146.37,,2023-02-04,,2026-06-07,22,79.1,0,0,32,1,SG,SaaS,mid,false,
EXT-2179,"Blackwell, James and Hogan",cruzamber@johnson-black.com,287.370.4358x11288,starter,70.50,,2022-03-26,,2026-05-12,4,27.2,2,9,5,1,BR,MarTech,large,true,2022-11-27
EXT-2180,Santiago and Sons,nhouston@poole.biz,+1-312-507-5011x0248,free,0.00,,2022-08-16,,2026-03-19,1,11.3,1,5,,0,GB,FinTech,mid,true,2023-12-01
EXT-2181,Russell-Hayes,bhamilton@nunez-nichols.org,390-615-8144,growth,474.43,24,2024-04-07,2026-04-01,2026-06-05,17,52.5,1,1,46,0,US,E-commerce,large,false,
EXT-2182,James-Short,wellsamanda@francis.com,+1-824-350-8821x0099,growth,826.45,,2024-03-14,,2026-06-10,23,87.8,1,2,53,0,GB,LegalTech,mid,false,
EXT-2183,Clark-Figueroa,jason82@white.com,612.390.8781,enterprise,3962.80,12,2024-05-20,2025-05-01,2026-05-27,18,43.0,1,2,86,0,CA,FinTech,small,false,
EXT-2184,Garcia-Swanson,wlynn@lambert.com,791-735-7759x4929,growth,557.63,12,2024-07-01,2025-07-01,2026-06-08,28,75.4,0,1,66,0,SG,FinTech,small,false,
EXT-2185,Jackson-Edwards,jenniferdavidson@larsen-taylor.com,577.654.7812x9142,growth,734.26,,2023-01-22,,2026-06-10,21,79.4,0,0,55,0,IN,EdTech,small,false,
EXT-2186,"Mercado, Jones and Jones",atkinsoncrystal@riley.com,+1-648-487-2563,enterprise,2612.95,,2023-08-26,,2026-06-08,18,74.6,1,3,79,0,DE,MarTech,large,false,
EXT-2187,Mason-Davis,wayne39@martin.com,001-392-675-0373,free,0.00,,2022-03-02,,2026-06-07,21,60.9,3,3,61,0,AU,EdTech,small,false,
EXT-2188,Young-Barnett,paul70@hooper.com,001-384-649-8926x659,free,0.00,,2025-02-17,,2026-03-14,4,38.4,1,3,10,1,DE,InsurTech,large,true,2025-11-12
EXT-2189,Kaufman-Walker,wgomez@sparks-eaton.com,327.523.1843x22259,free,0.00,,2024-12-31,,2026-06-10,18,63.9,2,3,59,0,DE,EdTech,large,false,
EXT-2190,Shepherd-Cortez,eleonard@garza.biz,2304299228,growth,432.04,12,2024-02-26,2025-02-01,2026-06-01,18,78.9,0,1,52,0,SG,HealthTech,large,false,
EXT-2191,Jackson and Sons,kgreene@smith.com,437-497-7236,enterprise,3611.22,24,2024-03-19,2026-03-01,2026-06-07,14,60.7,0,1,74,1,FR,EdTech,small,false,
EXT-2192,"Keller, Baker and Ramsey",sandra99@hall.com,403-988-6291,enterprise,2476.53,,2023-11-02,,2026-05-02,3,24.7,3,10,-18,1,BR,EdTech,small,false,
EXT-2193,"Greene, Rich and Schmidt",davisdonna@ryan.biz,465.608.6376x59916,free,0.00,,2025-02-03,,2026-06-09,21,85.9,2,3,38,0,AU,LegalTech,small,false,
EXT-2194,Cannon-Kent,campbellnancy@scott-smith.com,001-781-380-6356,growth,672.13,24,2022-12-12,2024-12-01,2026-05-28,28,100.0,0,1,39,0,CA,LegalTech,small,false,
EXT-2195,Simmons PLC,jose86@diaz.com,(488)372-5887x44956,starter,57.82,,2025-02-26,,2026-03-06,4,31.8,0,3,50,4,AU,InsurTech,small,false,
EXT-2196,"Hall, Logan and Avery",lewisrichard@owen-mendez.com,(360)612-7961,starter,56.79,,2024-11-29,,2026-05-07,3,30.3,3,3,,0,NL,PropTech,mid,true,2025-12-11
EXT-2197,Wood PLC,ramseysarah@mendez-meyer.org,2275703843,growth,414.94,12,2022-12-29,2023-12-01,2026-06-09,17,75.1,0,2,46,0,GB,EdTech,large,false,
EXT-2198,"Jackson, Johnson and Allen",cantrellchristopher@chan-gomez.biz,(693)580-1184x8955,growth,821.62,12,2023-08-12,2024-08-01,2026-04-23,1,20.9,3,7,16,1,BR,MarTech,mid,true,2024-12-12
EXT-2199,"Mccarty, Gibson and Powell",greenrichard@hansen.com,918-248-9476x97357,starter,141.04,,2024-11-28,,2026-06-05,16,75.7,0,1,60,0,AU,MarTech,small,false,
EXT-2200,Wilson-Jones,ericahall@gutierrez-gomez.net,4439416518,free,0.00,,2023-03-15,,2026-05-25,17,85.6,0,2,36,0,IN,PropTech,mid,true,2026-01-11
EXT-2201,Gomez-Shannon,ian37@gonzalez.com,933.295.2111,growth,589.33,12,2022-05-07,2023-05-01,2026-06-06,21,76.0,0,3,37,0,BR,HRTech,small,false,
EXT-2202,"Rubio, Charles and Watson",travis94@white-duran.net,763-892-0867x808,starter,177.43,,2022-04-15,,2026-04-21,6,2.1,4,10,25,1,DE,LegalTech,mid,true,2025-01-22
EXT-2203,"Parsons, Bryant and Martinez",astewart@craig.org,655-994-2843,growth,507.98,24,2023-12-15,2025-12-01,2026-06-07,20,92.7,0,1,64,0,SG,SaaS,mid,false,
EXT-2204,"Cooper, White and Coleman",xhaynes@dickerson-ramirez.com,001-829-531-4386,starter,148.93,,2023-04-24,,2026-06-11,24,51.1,0,1,63,0,SG,FinTech,small,false,
EXT-2205,Marsh Ltd,thomassmith@porter-cowan.net,+1-357-444-8906,starter,160.92,,2023-02-28,,2026-06-11,19,40.8,0,0,62,0,AU,SaaS,mid,true,2025-07-24
EXT-2206,Lewis LLC,gcombs@garner-green.com,+1-584-450-6159,enterprise,2167.25,,2024-03-24,,2026-06-03,18,74.0,0,2,79,0,BR,SaaS,large,false,
EXT-2207,Kelly-Nunez,champton@james.info,+1-722-756-9961x1253,growth,511.55,,2023-07-20,,2026-05-23,10,10.2,1,5,-9,4,NL,E-commerce,mid,true,2024-12-11
EXT-2208,"Carter, Adams and Newman",pam59@sheppard.com,(334)913-2611,starter,54.84,,2022-11-28,,2026-02-11,6,10.1,1,4,,2,IN,PropTech,small,true,2026-02-22
EXT-2209,"Brown, Wise and Warren",garciachristine@pena.com,234.772.2820,growth,940.50,12,2022-09-06,2023-09-01,2026-06-06,26,71.3,0,0,84,0,US,EdTech,mid,false,
EXT-2210,Lin-Mcdonald,amy28@garza.org,(488)645-7831x74564,starter,60.63,,2024-06-30,,2026-06-08,19,66.7,0,0,66,0,NL,PropTech,small,false,
EXT-2211,Smith and Sons,justin80@weeks.com,001-464-893-0853x686,growth,842.01,24,2023-07-07,2025-07-01,2026-06-02,18,85.6,1,1,50,0,SG,E-commerce,large,false,
EXT-2212,Walker-Miller,zacharymarsh@aguirre.net,963-512-2417x974,starter,84.50,,2023-03-08,,2026-01-13,2,39.1,4,7,-24,2,SG,HRTech,small,true,2025-05-10
EXT-2213,Smith-Williams,lopezcurtis@martinez-gonzales.com,912.707.3564,starter,124.56,,2022-02-27,,2026-04-24,3,39.6,1,4,-28,1,GB,EdTech,large,true,2024-05-04
EXT-2214,Terry-Johnson,bridgesstephanie@adams.com,+1-872-934-6013,growth,515.03,,2022-11-11,,2026-06-09,17,64.7,0,1,61,0,BR,PropTech,small,false,
EXT-2215,Rojas Inc,stevenwise@wade.com,520-888-1474x35031,growth,888.85,,2023-11-08,,2026-05-27,18,69.6,0,1,65,0,FR,EdTech,small,false,
EXT-2216,Smith-Bauer,fosterjohn@perkins.info,001-292-751-3271x950,starter,167.02,,2022-08-30,,2026-03-22,7,25.1,2,3,-45,2,US,HealthTech,small,true,2024-10-26
EXT-2217,"Moore, Herrera and Rodriguez",jhall@sherman.com,6659240778,starter,69.68,,2024-02-28,,2026-06-08,26,73.2,0,0,58,0,DE,FinTech,large,false,
EXT-2218,Knight PLC,mario74@rocha.com,744.585.7086x209,starter,114.01,,2024-06-15,,2026-02-21,2,41.4,1,3,12,2,CA,MarTech,large,true,2025-09-07
EXT-2219,Le-Barrett,rlee@cannon-moore.com,565-311-8102x20317,growth,574.68,,2023-08-24,,2026-06-04,23,100.0,0,0,84,0,AU,HealthTech,large,false,
EXT-2220,Duncan Group,sfox@scott.com,7372170586,starter,151.37,,2022-11-21,,2026-06-05,24,52.7,1,2,42,0,SG,FinTech,small,false,
EXT-2221,"Baker, Williams and Jones",christian38@garcia.net,(933)883-9288x6195,growth,800.67,24,2023-06-23,2025-06-01,2026-06-07,18,82.8,0,2,70,0,SG,InsurTech,mid,false,
EXT-2222,Jackson and Sons,qwagner@ferguson.info,(558)855-6659x398,growth,782.79,,2023-11-02,,2026-06-10,23,38.0,2,2,50,0,CA,HRTech,small,false,
EXT-2223,"Howe, King and Nixon",amoyer@johnson.com,404-333-5048x8899,free,0.00,,2022-01-14,,2026-06-06,17,42.8,0,0,68,0,AU,MarTech,small,false,
EXT-2224,Stevens and Sons,josephpreston@hall.com,001-369-631-5727,starter,95.08,,2022-08-19,,2026-06-09,12,99.5,1,1,30,0,AU,MarTech,small,false,
EXT-2225,Cross PLC,dmiller@bailey-montoya.biz,739-406-0480,growth,415.65,12,2024-12-21,2025-12-01,2026-06-03,24,54.2,0,0,78,0,IN,LegalTech,large,false,
EXT-2226,Shaw-Walker,nunezwendy@mullins-johnston.com,264.862.2517,enterprise,4576.90,12,2024-01-23,2025-01-01,2026-06-03,17,50.5,0,1,58,0,IN,E-commerce,mid,false,
EXT-2227,Miller-Shaw,kathleencastillo@freeman.org,789.383.3146,growth,467.52,12,2022-09-10,2023-09-01,2026-05-29,22,69.7,0,1,38,0,FR,E-commerce,mid,false,
EXT-2228,Powers Group,michael55@rios.com,+1-279-527-0335x211,growth,720.85,24,2022-10-12,2024-10-01,2026-05-22,26,91.9,0,0,41,0,GB,LegalTech,small,false,
EXT-2229,"Mcintosh, Melton and Wilkins",cooperlinda@cole-johnson.com,001-283-638-8487x920,enterprise,2281.63,12,2023-04-06,2024-04-01,2026-06-01,29,97.5,0,0,59,0,GB,E-commerce,large,false,
EXT-2230,Brown and Sons,brian01@guerrero-alvarado.com,904-363-6815,growth,419.23,,2024-04-09,,2026-05-28,3,29.0,2,8,10,5,AU,PropTech,small,true,2025-12-06
EXT-2231,Gonzalez Group,williamssandra@cook-long.com,6558543840,enterprise,4918.03,24,2022-05-15,2024-05-01,2026-06-04,25,71.7,0,1,46,0,GB,HRTech,small,false,
EXT-2232,Raymond LLC,edwardprince@taylor.org,+1-536-439-2649x5782,enterprise,3191.67,24,2023-11-06,2025-11-01,2026-05-31,21,65.1,0,0,36,0,US,HRTech,small,false,
EXT-2233,"Weaver, Mcbride and Huffman",haley82@forbes-daugherty.com,+1-892-851-8812x5205,growth,555.46,,2022-04-12,,2026-06-11,12,85.2,0,1,26,0,CA,FinTech,large,false,
EXT-2234,Ramos-Peck,edwin31@lopez.org,499-993-9330x517,free,0.00,,2023-01-19,,2026-06-07,26,73.1,0,0,60,0,AU,SaaS,small,false,
EXT-2235,"Banks, White and Hughes",mtaylor@johnson.com,(233)831-2797x57366,free,0.00,,2024-09-28,,2026-04-14,5,26.2,1,7,7,1,AU,EdTech,mid,true,2026-03-19
EXT-2236,"Edwards, Carr and Newton",meyershannon@rich.net,+1-960-886-8034,starter,76.62,,2023-06-03,,2026-05-06,2,11.8,3,3,6,0,SG,EdTech,mid,false,
EXT-2237,Ayala-Mitchell,robertoaustin@vaughn.info,+1-271-481-2982x6657,starter,56.46,,2023-10-15,,2026-03-14,4,18.8,1,4,-4,4,GB,PropTech,small,true,2025-12-16
EXT-2238,Garza-Marquez,nicoledavis@holt-meadows.com,001-811-817-5186x892,starter,166.74,,2023-07-21,,2026-06-09,19,90.0,0,1,69,0,NL,E-commerce,mid,false,
EXT-2239,Tate LLC,fernandothomas@williams.info,221-923-0940x7778,growth,998.09,24,2023-12-05,2025-12-01,2026-05-26,27,69.7,1,2,,0,GB,PropTech,small,false,
EXT-2240,Robinson Ltd,cchavez@burke.com,+1-749-283-0220,starter,139.34,,2022-10-20,,2026-05-31,19,56.4,1,1,88,1,BR,FinTech,mid,false,
EXT-2241,Nash Ltd,mark10@butler.com,+1-749-899-8279x5014,growth,823.12,24,2022-05-28,2024-05-01,2026-06-10,17,52.3,2,2,,0,DE,PropTech,mid,false,
EXT-2242,Chang PLC,carterdennis@villarreal.com,001-739-601-9817x946,starter,70.80,,2024-05-20,,2026-06-08,22,99.6,1,2,45,0,NL,SaaS,mid,false,
EXT-2243,"Andrews, Hanson and Ho",ostone@vasquez-white.org,843.801.0713,growth,950.13,12,2023-11-22,2024-11-01,2026-06-11,17,94.9,1,1,69,0,AU,InsurTech,large,false,
EXT-2244,Cook PLC,alexharris@king-jones.com,785.901.5569x90235,starter,73.51,,2024-05-23,,2026-06-06,20,86.5,0,1,23,0,CA,InsurTech,small,false,
EXT-2245,Robles-Brewer,dmoore@huang.com,249.758.8039x55124,enterprise,3760.96,,2024-12-03,,2026-06-06,16,95.8,0,0,,1,BR,HRTech,large,false,
EXT-2246,Sims-Kirby,hlopez@thornton-edwards.com,361-773-5743x842,enterprise,4085.66,24,2022-11-23,2024-11-01,2026-06-04,20,66.6,0,1,39,0,CA,InsurTech,mid,false,
EXT-2247,Strickland Inc,zhunter@stein-moore.com,384.252.1823x0768,growth,337.64,,2023-02-11,,2026-05-23,25,78.4,0,1,66,0,GB,LegalTech,mid,false,
EXT-2248,Randolph-Mcdaniel,cookpamela@meyer.com,7949353344,starter,148.49,,2022-06-13,,2026-05-31,3,35.1,3,5,29,0,NL,E-commerce,mid,false,
EXT-2249,"Wilson, Hernandez and Hill",mullenanita@clark.net,442-249-3214x95870,growth,849.18,12,2024-09-21,2025-09-01,2026-06-07,18,70.1,0,0,77,0,GB,HRTech,mid,false,
EXT-2250,Berger-Williams,bbrown@white-carlson.org,+1-979-354-5381x7921,enterprise,4336.96,,2024-04-23,,2026-06-10,16,67.3,1,1,47,0,AU,InsurTech,mid,false,
EXT-2251,Collins-Newman,oruiz@callahan.com,(962)955-7701x715,growth,768.64,12,2022-06-05,2023-06-01,2026-05-28,25,87.2,0,1,75,1,BR,SaaS,small,false,
EXT-2252,Campbell LLC,williamsullivan@robles.com,+1-476-996-3938,growth,527.19,12,2023-02-09,2024-02-01,2026-04-08,4,43.1,0,4,-11,1,IN,HealthTech,large,true,2025-01-27
EXT-2253,Jones-Clark,bmueller@cobb.com,001-897-319-9758x172,growth,939.68,12,2022-02-09,2023-02-01,2026-06-03,19,58.8,1,3,85,0,FR,EdTech,large,false,
EXT-2254,"Rodriguez, Cervantes and Wise",pmurphy@brown.org,001-602-627-8469x973,starter,145.25,,2023-09-07,,2026-02-19,3,10.0,0,5,27,1,NL,HRTech,mid,true,2023-10-16
EXT-2255,Robbins-Herman,aguilarcheryl@powell.com,+1-800-885-1403,starter,137.62,,2024-04-29,,2026-05-24,3,0.0,1,4,5,3,AU,HealthTech,large,false,
EXT-2256,"Flores, Reyes and James",elainewells@peters.biz,(842)420-1027,growth,881.60,24,2022-08-23,2024-08-01,2026-06-10,15,77.4,0,0,59,0,NL,HRTech,mid,false,
EXT-2257,Taylor Group,senglish@conrad.biz,+1-976-553-2690,free,0.00,,2024-01-13,,2026-06-05,28,54.1,0,1,,0,GB,FinTech,large,false,
EXT-2258,"Shaw, Jenkins and Payne",arthur09@bush-wilson.info,001-912-384-7818x913,growth,589.18,,2024-07-22,,2026-06-03,21,93.7,0,0,44,1,BR,LegalTech,small,false,
EXT-2259,"Schultz, Yates and Edwards",bergeramanda@harrison.info,001-656-654-4209,starter,90.33,,2023-11-18,,2026-06-09,24,76.4,2,2,63,0,NL,LegalTech,large,false,
EXT-2260,Soto PLC,ashleydouglas@lamb-weber.com,312.481.4429x4440,starter,141.45,,2024-01-15,,2026-05-27,9,15.9,4,7,23,1,NL,FinTech,large,true,2026-01-02
EXT-2261,"Stevenson, Hopkins and Wood",josehaynes@white-rose.com,212-692-7663x72395,growth,391.72,,2022-07-16,,2026-06-10,17,79.2,2,2,29,2,GB,FinTech,mid,false,
EXT-2262,Williams Group,ealvarez@vaughan.biz,742.886.0476x5801,growth,351.29,,2024-01-15,,2026-06-03,23,75.0,0,2,47,0,IN,EdTech,mid,false,
EXT-2263,"Hull, Garrison and Rogers",leah49@murray-leonard.com,001-393-385-2580x010,growth,683.63,,2022-09-25,,2026-06-10,16,65.7,3,3,72,0,US,InsurTech,mid,false,
EXT-2264,"Griffin, Robinson and Campbell",austinharvey@mays.com,+1-611-919-2692x124,growth,658.60,24,2023-05-31,2025-05-01,2026-06-08,19,74.2,0,1,77,1,DE,HRTech,mid,false,
EXT-2265,"Mayer, Fowler and Livingston",kayla54@norman.com,(465)904-4271x7396,growth,724.17,12,2022-02-05,2023-02-01,2026-06-08,23,52.3,0,1,60,0,SG,PropTech,small,false,
EXT-2266,Thomas Group,christinarodriguez@baldwin-garcia.com,894-670-7200,free,0.00,,2024-03-19,,2026-05-29,21,69.2,0,0,82,0,SG,FinTech,large,false,
EXT-2267,Graves Group,robertsonshelby@mendoza-powell.com,+1-730-667-1985,starter,133.22,,2023-07-06,,2026-01-12,2,19.2,4,7,9,1,GB,LegalTech,large,false,
EXT-2268,Brown-Shea,diazmelissa@miller-stevens.com,+1-932-580-6346x1571,starter,130.91,,2022-04-09,,2025-11-22,4,30.3,3,8,-23,1,US,E-commerce,small,false,
EXT-2269,Johnson Inc,tracybrown@schneider.info,9054050613,enterprise,3191.42,,2024-01-17,,2026-04-05,5,9.2,4,6,-2,2,BR,EdTech,large,true,2025-08-04
EXT-2270,"Riley, Buckley and Johnson",tracysmith@williams.com,+1-504-317-9291x1179,growth,306.10,24,2022-07-17,2024-07-01,2026-06-09,22,87.8,2,2,69,0,SG,SaaS,large,false,
EXT-2271,Simmons Ltd,rnguyen@gardner.com,001-909-525-1142x625,enterprise,4568.30,,2022-06-30,,2026-06-08,28,70.2,1,2,,0,GB,HealthTech,large,false,
EXT-2272,"Williams, Garcia and Boone",bstrickland@miller-smith.com,001-594-467-2324x876,free,0.00,,2022-09-12,,2026-06-02,19,95.1,0,0,,0,IN,MarTech,small,false,
EXT-2273,"Holt, Carlson and Love",burtonkimberly@barnes-grant.com,581-695-8837,free,0.00,,2024-07-23,,2026-06-11,20,67.6,0,0,35,0,US,FinTech,small,false,
EXT-2274,Lee and Sons,kjimenez@livingston.com,(345)397-0108x22078,starter,101.29,,2024-07-26,,2026-06-12,19,55.3,0,0,72,0,IN,SaaS,small,false,
EXT-2275,Griffith PLC,robert53@nguyen.com,001-963-463-1797x062,enterprise,1952.38,24,2022-05-15,2024-05-01,2026-06-01,35,62.4,1,1,41,0,IN,HRTech,small,false,
EXT-2276,Brooks-Ellis,crystalcantrell@rogers.org,5426177625,starter,85.75,,2025-01-26,,2026-06-09,31,73.5,1,1,,0,US,SaaS,small,false,
EXT-2277,"Moore, Norton and Cisneros",belindatran@miller.info,797.874.0633,growth,727.46,,2024-03-07,,2026-06-10,24,64.1,0,0,53,1,IN,LegalTech,small,false,
EXT-2278,"Walker, Pennington and Shah",butlerbradley@quinn-gordon.biz,667.517.7318x06325,starter,134.58,,2022-11-19,,2026-06-06,19,76.8,0,0,75,0,NL,HRTech,mid,false,
EXT-2279,"Duarte, Smith and Caldwell",jacquelinehodge@silva.com,001-862-657-0165x804,growth,802.62,12,2022-05-31,2023-05-01,2026-06-04,20,62.0,2,2,88,0,SG,HRTech,small,false,
EXT-2280,"Shah, Daniels and Norton",olivermatthew@robertson.com,4163579055,free,0.00,,2024-08-28,,2026-04-15,2,15.3,0,6,-24,0,IN,MarTech,large,true,2025-05-05
EXT-2281,"Fletcher, Harris and Zavala",amberbanks@crosby.com,001-335-954-8640x155,starter,174.73,,2022-10-14,,2026-05-14,4,39.7,0,4,15,3,US,FinTech,mid,true,2025-02-27
EXT-2282,"Patel, Bryan and Lam",zoliver@dougherty.com,471.616.2411,growth,470.73,,2022-02-13,,2026-06-09,14,59.2,1,1,45,0,DE,FinTech,mid,false,
EXT-2283,Terry Group,nancymeyer@johnson.com,756.770.4310x3856,growth,446.12,,2022-03-04,,2026-05-30,26,55.2,0,0,,0,GB,LegalTech,mid,false,
EXT-2284,Watkins-Terry,kellis@villanueva.com,437-654-0254x729,enterprise,3755.31,12,2022-03-10,2023-03-01,2026-05-26,19,50.4,1,1,57,1,BR,InsurTech,small,false,
EXT-2285,Mcpherson Ltd,evanwilson@andrews-alexander.com,(438)605-5257,growth,671.05,24,2023-02-09,2025-02-01,2026-06-11,16,54.5,0,2,52,0,IN,HRTech,large,false,
EXT-2286,Knapp Group,dmack@moore-cordova.net,354.674.9297x51702,growth,534.86,24,2022-09-24,2024-09-01,2026-06-10,14,66.6,1,2,66,0,SG,MarTech,large,false,
EXT-2287,Morales and Sons,uhoward@franklin.org,234.730.1871x86375,starter,190.41,,2022-04-29,,2026-06-09,20,68.6,1,2,55,0,FR,MarTech,mid,false,
EXT-2288,Hernandez-Nash,paul04@bell-madden.net,437-367-4266,starter,180.36,,2022-10-19,,2026-05-28,15,90.8,0,1,47,0,CA,MarTech,large,false,
EXT-2289,Clark Group,carl96@smith.com,(628)979-2326x48704,starter,139.17,,2022-03-19,,2026-06-10,25,71.3,0,0,77,0,SG,EdTech,small,false,
EXT-2290,"Singh, Walker and Moody",joseblanchard@kennedy.biz,(773)901-4719,growth,602.80,24,2023-07-19,2025-07-01,2026-06-10,16,70.5,0,1,,0,BR,FinTech,small,false,
EXT-2291,"Graham, Scott and Jennings",brooksjessica@bruce.org,7258725204,starter,123.23,,2023-06-04,,2025-07-05,5,27.8,1,4,20,1,NL,InsurTech,large,true,2025-03-25
EXT-2292,"Barr, Kelly and Roberts",palmerkatie@duran.com,+1-755-444-5189,growth,595.54,12,2022-09-18,2023-09-01,2025-11-02,5,28.7,4,9,,2,SG,SaaS,mid,true,2024-12-06
EXT-2293,Taylor LLC,kimberly65@garcia.net,938.398.8816,growth,560.86,,2022-09-28,,2026-06-05,17,74.9,0,1,80,0,FR,SaaS,small,false,
